scale,run,category,n_pairs,partial_model,p_model,partial_w2v,p_w2v
300000,F_dinov3l_rand_300000_s4,all,3878,0.06200354927489367,0.00011193056741096788,0.24451665722038146,6.955644386628996e-54
300000,F_dinov3l_rand_300000_s4,noun,1499,0.08981273780972035,0.0005009534222531067,0.295504561685773,1.4390406811447825e-31
1000000,F_dinov3l_rand_1000000_s0,all,5596,0.14969601340843527,2.1100312068533597e-29,0.2970399278312464,2.34477281620895e-114
1000000,F_dinov3l_rand_1000000_s0,noun,2064,0.26946051741646404,1.191553975990819e-35,0.3736959175881719,2.262070772494241e-69
1000000,F_dinov3l_rand_1000000_s1,all,5460,0.1275657957352317,3.0290751139783675e-21,0.3060741494445903,9.722686470151877e-119
1000000,F_dinov3l_rand_1000000_s1,noun,2031,0.18970963185288892,6.660511341390635e-18,0.38453388773854036,1.574118658328338e-72
1000000,F_dinov3l_rand_1000000_s2,all,5491,0.09257524778831758,6.307762083239462e-12,0.30663538266813095,7.436748786529341e-120
1000000,F_dinov3l_rand_1000000_s2,noun,2041,0.1744816935576286,2.074184898461729e-15,0.38577227294390637,2.2461234267810166e-73
1815243,F_dinov3l_base_s0,all,6144,0.10859791550970091,1.3999707437417707e-17,0.31929621813549247,1.2945396160547788e-145
1815243,F_dinov3l_base_s0,noun,2244,0.226731767862619,1.5330288190043974e-27,0.40750034119731376,1.774806503941653e-90
1815243,F_dinov3l_base_s1,all,6144,0.11122130287018145,2.2783427331141923e-18,0.31295826905528673,1.1423165580138024e-139
1815243,F_dinov3l_base_s1,noun,2244,0.21932904655214464,7.775562859414651e-26,0.3976185939871178,7.590390950095534e-86
1815243,F_dinov3l_base_s2,all,6144,0.12756693122689278,1.044451043097681e-23,0.3158370528040563,2.3723895950939868e-142
1815243,F_dinov3l_base_s2,noun,2244,0.233160568633848,4.5136326812021624e-29,0.4013811332679583,1.3659392380637442e-87
