scale,run,category,n_pairs,partial_model,p_model,partial_w2v,p_w2v
1000000,F_vitl_bv_rand_1000000_s2,all,5491,0.04807835678347883,0.0003658129702217071,0.31424555897302137,4.2590073297649377e-126
1000000,F_vitl_bv_rand_1000000_s2,noun,2041,0.11576774774844928,1.577807156576513e-07,0.39102553017981123,1.6551770387673817e-75
1682259,F_vitl_bv_base_s0,all,6144,0.09255725483779986,3.634551128170824e-13,0.3231723786740082,2.5347066305862596e-149
1682259,F_vitl_bv_base_s0,noun,2244,0.16384560290822212,5.797500488702799e-15,0.41503402964060726,4.090675814545723e-94
1682259,F_vitl_bv_base_s1,all,6144,0.07594982884450277,2.520215134778381e-09,0.3215306509566631,9.576679278927062e-148
1682259,F_vitl_bv_base_s1,noun,2244,0.1595532202636374,2.938041041400978e-14,0.4048201467209775,3.317290274726256e-89
1682259,F_vitl_bv_base_s2,all,6144,0.07278460411830448,1.1226483905940703e-08,0.32370626115808143,7.742336580561645e-150
1682259,F_vitl_bv_base_s2,noun,2244,0.13539587912339868,1.2067115921330652e-10,0.4143148926993373,9.18431751898822e-94
1682259,F_vitl_bv_base_s3,all,6144,0.05770509724755535,6.0218683923537985e-06,0.32551238508275815,1.3761694378153009e-151
1682259,F_vitl_bv_base_s3,noun,2244,0.12091699031380268,9.215814824662003e-09,0.41533910877569413,2.900841469689025e-94
1682259,F_vitl_bv_base_s4,all,6144,0.09101215289456821,8.890829307549287e-13,0.32314557401995203,2.6900449633958934e-149
1682259,F_vitl_bv_base_s4,noun,2244,0.1406951322241572,2.1868778290581004e-11,0.41179257919423207,1.5426276102989327e-92
